,cust,grade,t,y
66451,5538,1,7,1
66452,5538,1,8,1
66453,5538,1,9,1
66454,5538,1,10,1
66455,5538,1,11,0
66456,5538,1,12,0
66457,5539,1,1,1
66458,5539,1,2,1
66459,5539,1,3,0
66460,5539,1,4,0
66461,5539,1,5,0
66462,5539,1,6,0
66463,5539,1,7,1
66464,5539,1,8,0
66465,5539,1,9,1
66466,5539,1,10,1
66467,5539,1,11,1
66468,5539,1,12,0
66469,5540,1,1,0
66470,5540,1,2,0
66471,5540,1,3,1
66472,5540,1,4,0
66473,5540,1,5,0
66474,5540,1,6,1
66475,5540,1,7,1
66476,5540,1,8,0
66477,5540,1,9,0
66478,5540,1,10,1
66479,5540,1,11,0
66480,5540,1,12,0
66481,5541,0,1,0
66482,5541,0,2,0
66483,5541,0,3,1
66484,5541,0,4,2
66485,5541,0,5,0
66486,5541,0,6,0
66487,5541,0,7,0
66488,5541,0,8,0
66489,5541,0,9,0
66490,5541,0,10,0
66491,5541,0,11,0
66492,5541,0,12,0
66493,5542,1,1,1
66494,5542,1,2,0
66495,5542,1,3,0
66496,5542,1,4,2
66497,5542,1,5,2
66498,5542,1,6,2
66499,5542,1,7,0
66500,5542,1,8,0
66501,5542,1,9,0
66502,5542,1,10,2
66503,5542,1,11,2
66504,5542,1,12,2
66505,5543,0,1,0
66506,5543,0,2,0
66507,5543,0,3,0
66508,5543,0,4,0
66509,5543,0,5,0
66510,5543,0,6,0
66511,5543,0,7,0
66512,5543,0,8,0
66513,5543,0,9,0
66514,5543,0,10,1
66515,5543,0,11,2
66516,5543,0,12,1
66517,5544,1,1,2
66518,5544,1,2,1
66519,5544,1,3,1
66520,5544,1,4,1
66521,5544,1,5,2
66522,5544,1,6,2
66523,5544,1,7,2
66524,5544,1,8,2
66525,5544,1,9,2
66526,5544,1,10,2
66527,5544,1,11,2
66528,5544,1,12,0
66529,5545,1,1,1
66530,5545,1,2,1
66531,5545,1,3,0
66532,5545,1,4,1
66533,5545,1,5,3
66534,5545,1,6,0
66535,5545,1,7,1
66536,5545,1,8,1
66537,5545,1,9,0
66538,5545,1,10,1
66539,5545,1,11,1
66540,5545,1,12,0
66541,5546,1,1,1
66542,5546,1,2,0
66543,5546,1,3,2
66544,5546,1,4,2
66545,5546,1,5,2
66546,5546,1,6,2
66547,5546,1,7,2
66548,5546,1,8,1
66549,5546,1,9,1
66550,5546,1,10,0
66551,5546,1,11,1
66552,5546,1,12,0
66553,5547,1,1,0
66554,5547,1,2,0
66555,5547,1,3,1
66556,5547,1,4,2
66557,5547,1,5,2
66558,5547,1,6,2
66559,5547,1,7,1
66560,5547,1,8,3
66561,5547,1,9,2
66562,5547,1,10,2
66563,5547,1,11,0
66564,5547,1,12,1
66565,5548,1,1,0
66566,5548,1,2,0
66567,5548,1,3,0
66568,5548,1,4,0
66569,5548,1,5,0
66570,5548,1,6,0
66571,5548,1,7,0
66572,5548,1,8,1
66573,5548,1,9,0
66574,5548,1,10,0
66575,5548,1,11,0
66576,5548,1,12,0
66577,5549,1,1,0
66578,5549,1,2,0
66579,5549,1,3,0
66580,5549,1,4,0
66581,5549,1,5,1
66582,5549,1,6,1
66583,5549,1,7,2
66584,5549,1,8,2
66585,5549,1,9,2
66586,5549,1,10,2
66587,5549,1,11,1
66588,5549,1,12,1
66589,5550,1,1,0
66590,5550,1,2,0
66591,5550,1,3,1
66592,5550,1,4,0
66593,5550,1,5,1
66594,5550,1,6,1
66595,5550,1,7,1
66596,5550,1,8,0
66597,5550,1,9,1
66598,5550,1,10,0
66599,5550,1,11,0
66600,5550,1,12,1
66601,5551,1,1,0
66602,5551,1,2,0
66603,5551,1,3,1
66604,5551,1,4,2
66605,5551,1,5,1
66606,5551,1,6,1
66607,5551,1,7,1
66608,5551,1,8,1
66609,5551,1,9,1
66610,5551,1,10,0
66611,5551,1,11,0
66612,5551,1,12,0
66613,5552,1,1,0
66614,5552,1,2,1
66615,5552,1,3,1
66616,5552,1,4,1
66617,5552,1,5,0
66618,5552,1,6,2
66619,5552,1,7,3
66620,5552,1,8,1
66621,5552,1,9,2
66622,5552,1,10,1
66623,5552,1,11,1
66624,5552,1,12,1
66625,5553,0,1,0
66626,5553,0,2,0
66627,5553,0,3,0
66628,5553,0,4,0
66629,5553,0,5,0
66630,5553,0,6,0
66631,5553,0,7,0
66632,5553,0,8,0
66633,5553,0,9,0
66634,5553,0,10,0
66635,5553,0,11,0
66636,5553,0,12,0
66637,5554,1,1,0
66638,5554,1,2,0
66639,5554,1,3,0
66640,5554,1,4,1
66641,5554,1,5,1
66642,5554,1,6,0
66643,5554,1,7,0
66644,5554,1,8,1
66645,5554,1,9,1
66646,5554,1,10,0
66647,5554,1,11,1
66648,5554,1,12,1
66649,5555,1,1,0
66650,5555,1,2,2
66651,5555,1,3,1
66652,5555,1,4,0
66653,5555,1,5,0
66654,5555,1,6,0
66655,5555,1,7,0
66656,5555,1,8,1
66657,5555,1,9,1
66658,5555,1,10,1
66659,5555,1,11,1
66660,5555,1,12,1
66661,5556,0,1,0
66662,5556,0,2,0
66663,5556,0,3,0
66664,5556,0,4,0
66665,5556,0,5,0
66666,5556,0,6,0
66667,5556,0,7,1
66668,5556,0,8,2
66669,5556,0,9,3
66670,5556,0,10,3
66671,5556,0,11,3
66672,5556,0,12,3
66673,5557,1,1,0
66674,5557,1,2,0
66675,5557,1,3,0
66676,5557,1,4,0
66677,5557,1,5,2
66678,5557,1,6,2
66679,5557,1,7,1
66680,5557,1,8,2
66681,5557,1,9,0
66682,5557,1,10,0
66683,5557,1,11,0
66684,5557,1,12,0
66685,5558,1,1,0
66686,5558,1,2,0
66687,5558,1,3,2
66688,5558,1,4,2
66689,5558,1,5,1
66690,5558,1,6,0
66691,5558,1,7,0
66692,5558,1,8,0
66693,5558,1,9,0
66694,5558,1,10,2
66695,5558,1,11,2
66696,5558,1,12,3
66697,5559,1,1,0
66698,5559,1,2,0
66699,5559,1,3,0
66700,5559,1,4,0
66701,5559,1,5,0
66702,5559,1,6,1
66703,5559,1,7,0
66704,5559,1,8,0
66705,5559,1,9,1
66706,5559,1,10,2
66707,5559,1,11,2
66708,5559,1,12,2
66709,5560,1,1,2
66710,5560,1,2,1
66711,5560,1,3,0
66712,5560,1,4,0
66713,5560,1,5,2
66714,5560,1,6,2
66715,5560,1,7,2
66716,5560,1,8,2
66717,5560,1,9,2
66718,5560,1,10,2
66719,5560,1,11,3
66720,5560,1,12,3
66721,5561,1,1,0
66722,5561,1,2,1
66723,5561,1,3,0
66724,5561,1,4,1
66725,5561,1,5,2
66726,5561,1,6,1
66727,5561,1,7,1
66728,5561,1,8,0
66729,5561,1,9,2
66730,5561,1,10,0
66731,5561,1,11,0
66732,5561,1,12,0
66733,5562,0,1,0
66734,5562,0,2,0
66735,5562,0,3,0
66736,5562,0,4,0
66737,5562,0,5,0
66738,5562,0,6,0
66739,5562,0,7,0
66740,5562,0,8,0
66741,5562,0,9,0
66742,5562,0,10,0
66743,5562,0,11,0
66744,5562,0,12,0
66745,5563,1,1,1
66746,5563,1,2,1
66747,5563,1,3,1
66748,5563,1,4,1
66749,5563,1,5,0
66750,5563,1,6,2
66751,5563,1,7,3
66752,5563,1,8,2
66753,5563,1,9,2
66754,5563,1,10,2
66755,5563,1,11,1
66756,5563,1,12,2
66757,5564,1,1,1
66758,5564,1,2,0
66759,5564,1,3,0
66760,5564,1,4,0
66761,5564,1,5,1
66762,5564,1,6,0
66763,5564,1,7,1
66764,5564,1,8,0
66765,5564,1,9,0
66766,5564,1,10,2
66767,5564,1,11,2
66768,5564,1,12,3
66769,5565,0,1,0
66770,5565,0,2,0
66771,5565,0,3,0
66772,5565,0,4,0
66773,5565,0,5,0
66774,5565,0,6,0
66775,5565,0,7,0
66776,5565,0,8,0
66777,5565,0,9,0
66778,5565,0,10,0
66779,5565,0,11,0
66780,5565,0,12,0
66781,5566,1,1,2
66782,5566,1,2,1
66783,5566,1,3,0
66784,5566,1,4,0
66785,5566,1,5,1
66786,5566,1,6,0
66787,5566,1,7,2
66788,5566,1,8,2
66789,5566,1,9,2
66790,5566,1,10,1
66791,5566,1,11,0
66792,5566,1,12,0
66793,5567,1,1,0
66794,5567,1,2,0
66795,5567,1,3,0
66796,5567,1,4,0
66797,5567,1,5,0
66798,5567,1,6,0
66799,5567,1,7,2
66800,5567,1,8,1
66801,5567,1,9,0
66802,5567,1,10,0
66803,5567,1,11,0
66804,5567,1,12,0
66805,5568,1,1,0
66806,5568,1,2,0
66807,5568,1,3,2
66808,5568,1,4,0
66809,5568,1,5,2
66810,5568,1,6,2
66811,5568,1,7,0
66812,5568,1,8,1
66813,5568,1,9,0
66814,5568,1,10,0
66815,5568,1,11,0
66816,5568,1,12,0
66817,5569,1,1,1
66818,5569,1,2,0
66819,5569,1,3,1
66820,5569,1,4,1
66821,5569,1,5,0
66822,5569,1,6,0
66823,5569,1,7,1
66824,5569,1,8,0
66825,5569,1,9,0
66826,5569,1,10,0
66827,5569,1,11,1
66828,5569,1,12,1
66829,5570,1,1,0
66830,5570,1,2,0
66831,5570,1,3,0
66832,5570,1,4,1
66833,5570,1,5,0
66834,5570,1,6,0
66835,5570,1,7,0
66836,5570,1,8,0
66837,5570,1,9,0
66838,5570,1,10,0
66839,5570,1,11,0
66840,5570,1,12,0
66841,5571,1,1,0
66842,5571,1,2,1
66843,5571,1,3,1
66844,5571,1,4,0
66845,5571,1,5,1
66846,5571,1,6,0
66847,5571,1,7,1
66848,5571,1,8,1
66849,5571,1,9,1
66850,5571,1,10,0
66851,5571,1,11,0
66852,5571,1,12,1
66853,5572,1,1,0
66854,5572,1,2,0
66855,5572,1,3,1
66856,5572,1,4,1
66857,5572,1,5,3
66858,5572,1,6,0
66859,5572,1,7,0
66860,5572,1,8,0
66861,5572,1,9,1
66862,5572,1,10,1
66863,5572,1,11,1
66864,5572,1,12,1
66865,5573,1,1,0
66866,5573,1,2,0
66867,5573,1,3,1
66868,5573,1,4,1
66869,5573,1,5,1
66870,5573,1,6,1
66871,5573,1,7,0
66872,5573,1,8,0
66873,5573,1,9,0
66874,5573,1,10,2
66875,5573,1,11,1
66876,5573,1,12,2
66877,5574,1,1,0
66878,5574,1,2,0
66879,5574,1,3,0
66880,5574,1,4,1
66881,5574,1,5,0
66882,5574,1,6,0
66883,5574,1,7,1
66884,5574,1,8,0
66885,5574,1,9,0
66886,5574,1,10,0
66887,5574,1,11,1
66888,5574,1,12,0
66889,5575,1,1,0
66890,5575,1,2,1
66891,5575,1,3,1
66892,5575,1,4,0
66893,5575,1,5,0
66894,5575,1,6,0
66895,5575,1,7,0
66896,5575,1,8,0
66897,5575,1,9,0
66898,5575,1,10,0
66899,5575,1,11,1
66900,5575,1,12,1
66901,5576,0,1,0
66902,5576,0,2,0
66903,5576,0,3,0
66904,5576,0,4,0
66905,5576,0,5,0
66906,5576,0,6,0
66907,5576,0,7,0
66908,5576,0,8,0
66909,5576,0,9,0
66910,5576,0,10,0
66911,5576,0,11,0
66912,5576,0,12,0
66913,5577,1,1,0
66914,5577,1,2,0
66915,5577,1,3,1
66916,5577,1,4,0
66917,5577,1,5,0
66918,5577,1,6,1
66919,5577,1,7,0
66920,5577,1,8,0
66921,5577,1,9,0
66922,5577,1,10,0
66923,5577,1,11,0
66924,5577,1,12,0
66925,5578,0,1,0
66926,5578,0,2,0
66927,5578,0,3,0
66928,5578,0,4,0
66929,5578,0,5,0
66930,5578,0,6,0
66931,5578,0,7,0
66932,5578,0,8,0
66933,5578,0,9,0
66934,5578,0,10,0
66935,5578,0,11,0
66936,5578,0,12,0
66937,5579,0,1,0
66938,5579,0,2,0
66939,5579,0,3,0
66940,5579,0,4,0
66941,5579,0,5,0
66942,5579,0,6,0
66943,5579,0,7,0
66944,5579,0,8,0
66945,5579,0,9,0
66946,5579,0,10,0
66947,5579,0,11,0
66948,5579,0,12,0
66949,5580,1,1,1
66950,5580,1,2,0
66951,5580,1,3,0
66952,5580,1,4,0
66953,5580,1,5,1
66954,5580,1,6,0
66955,5580,1,7,0
66956,5580,1,8,2
66957,5580,1,9,3
66958,5580,1,10,3
66959,5580,1,11,3
66960,5580,1,12,3
66961,5581,0,1,1
66962,5581,0,2,2
66963,5581,0,3,3
66964,5581,0,4,3
66965,5581,0,5,3
66966,5581,0,6,3
66967,5581,0,7,3
66968,5581,0,8,3
66969,5581,0,9,3
66970,5581,0,10,1
66971,5581,0,11,2
66972,5581,0,12,3
66973,5582,0,1,0
66974,5582,0,2,0
66975,5582,0,3,0
66976,5582,0,4,0
66977,5582,0,5,0
66978,5582,0,6,0
66979,5582,0,7,0
66980,5582,0,8,0
66981,5582,0,9,0
66982,5582,0,10,0
66983,5582,0,11,0
66984,5582,0,12,0
66985,5583,1,1,0
66986,5583,1,2,2
66987,5583,1,3,2
66988,5583,1,4,2
66989,5583,1,5,3
66990,5583,1,6,1
66991,5583,1,7,0
66992,5583,1,8,2
66993,5583,1,9,2
66994,5583,1,10,2
66995,5583,1,11,0
66996,5583,1,12,1
66997,5584,0,1,0
66998,5584,0,2,0
66999,5584,0,3,0
67000,5584,0,4,0
67001,5584,0,5,0
67002,5584,0,6,0
67003,5584,0,7,0
67004,5584,0,8,0
67005,5584,0,9,0
67006,5584,0,10,1
67007,5584,0,11,0
67008,5584,0,12,0
67009,5585,1,1,0
67010,5585,1,2,0
67011,5585,1,3,0
67012,5585,1,4,0
67013,5585,1,5,0
67014,5585,1,6,0
67015,5585,1,7,0
67016,5585,1,8,0
67017,5585,1,9,0
67018,5585,1,10,1
67019,5585,1,11,2
67020,5585,1,12,3
67021,5586,1,1,0
67022,5586,1,2,1
67023,5586,1,3,0
67024,5586,1,4,0
67025,5586,1,5,1
67026,5586,1,6,2
67027,5586,1,7,1
67028,5586,1,8,1
67029,5586,1,9,3
67030,5586,1,10,0
67031,5586,1,11,0
67032,5586,1,12,1
67033,5587,1,1,1
67034,5587,1,2,1
67035,5587,1,3,1
67036,5587,1,4,1
67037,5587,1,5,0
67038,5587,1,6,0
67039,5587,1,7,0
67040,5587,1,8,2
67041,5587,1,9,1
67042,5587,1,10,1
67043,5587,1,11,2
67044,5587,1,12,1
67045,5588,1,1,1
67046,5588,1,2,1
67047,5588,1,3,1
67048,5588,1,4,1
67049,5588,1,5,0
67050,5588,1,6,0
67051,5588,1,7,0
67052,5588,1,8,0
67053,5588,1,9,1
67054,5588,1,10,1
67055,5588,1,11,0
67056,5588,1,12,0
67057,5589,1,1,0
67058,5589,1,2,2
67059,5589,1,3,2
67060,5589,1,4,2
67061,5589,1,5,1
67062,5589,1,6,0
67063,5589,1,7,0
67064,5589,1,8,0
67065,5589,1,9,1
67066,5589,1,10,0
67067,5589,1,11,1
67068,5589,1,12,1
67069,5590,1,1,1
67070,5590,1,2,1
67071,5590,1,3,0
67072,5590,1,4,0
67073,5590,1,5,2
67074,5590,1,6,3
67075,5590,1,7,1
67076,5590,1,8,0
67077,5590,1,9,1
67078,5590,1,10,0
67079,5590,1,11,0
67080,5590,1,12,0
67081,5591,1,1,1
67082,5591,1,2,0
67083,5591,1,3,0
67084,5591,1,4,0
67085,5591,1,5,1
67086,5591,1,6,0
67087,5591,1,7,1
67088,5591,1,8,1
67089,5591,1,9,0
67090,5591,1,10,0
67091,5591,1,11,0
67092,5591,1,12,1
67093,5592,1,1,0
67094,5592,1,2,0
67095,5592,1,3,0
67096,5592,1,4,1
67097,5592,1,5,0
67098,5592,1,6,1
67099,5592,1,7,3
67100,5592,1,8,3
67101,5592,1,9,3
67102,5592,1,10,3
67103,5592,1,11,3
67104,5592,1,12,2
67105,5593,0,1,0
67106,5593,0,2,0
67107,5593,0,3,0
67108,5593,0,4,0
67109,5593,0,5,0
67110,5593,0,6,0
67111,5593,0,7,0
67112,5593,0,8,0
67113,5593,0,9,0
67114,5593,0,10,0
67115,5593,0,11,0
67116,5593,0,12,0
67117,5594,1,1,0
67118,5594,1,2,1
67119,5594,1,3,0
67120,5594,1,4,1
67121,5594,1,5,1
67122,5594,1,6,0
67123,5594,1,7,0
67124,5594,1,8,0
67125,5594,1,9,1
67126,5594,1,10,0
67127,5594,1,11,0
67128,5594,1,12,0
67129,5595,0,1,1
67130,5595,0,2,0
67131,5595,0,3,1
67132,5595,0,4,1
67133,5595,0,5,2
67134,5595,0,6,3
67135,5595,0,7,3
67136,5595,0,8,3
67137,5595,0,9,3
67138,5595,0,10,3
67139,5595,0,11,3
67140,5595,0,12,3
67141,5596,1,1,0
67142,5596,1,2,0
67143,5596,1,3,0
67144,5596,1,4,1
67145,5596,1,5,0
67146,5596,1,6,1
67147,5596,1,7,1
67148,5596,1,8,1
67149,5596,1,9,0
67150,5596,1,10,0
67151,5596,1,11,1
67152,5596,1,12,1
67153,5597,1,1,0
67154,5597,1,2,2
67155,5597,1,3,3
67156,5597,1,4,3
67157,5597,1,5,3
67158,5597,1,6,3
67159,5597,1,7,0
67160,5597,1,8,0
67161,5597,1,9,1
67162,5597,1,10,0
67163,5597,1,11,1
67164,5597,1,12,0
67165,5598,0,1,0
67166,5598,0,2,0
67167,5598,0,3,0
67168,5598,0,4,0
67169,5598,0,5,0
67170,5598,0,6,0
67171,5598,0,7,0
67172,5598,0,8,0
67173,5598,0,9,0
67174,5598,0,10,0
67175,5598,0,11,0
67176,5598,0,12,0
67177,5599,1,1,1
67178,5599,1,2,0
67179,5599,1,3,0
67180,5599,1,4,2
67181,5599,1,5,3
67182,5599,1,6,0
67183,5599,1,7,1
67184,5599,1,8,0
67185,5599,1,9,1
67186,5599,1,10,0
67187,5599,1,11,2
67188,5599,1,12,0
67189,5600,1,1,0
67190,5600,1,2,0
67191,5600,1,3,0
67192,5600,1,4,0
67193,5600,1,5,0
67194,5600,1,6,0
67195,5600,1,7,0
67196,5600,1,8,0
67197,5600,1,9,0
67198,5600,1,10,0
67199,5600,1,11,0
67200,5600,1,12,0
67201,5601,1,1,0
67202,5601,1,2,0
67203,5601,1,3,0
67204,5601,1,4,0
67205,5601,1,5,0
67206,5601,1,6,1
67207,5601,1,7,1
67208,5601,1,8,0
67209,5601,1,9,1
67210,5601,1,10,1
67211,5601,1,11,0
67212,5601,1,12,1
67213,5602,1,1,1
67214,5602,1,2,1
67215,5602,1,3,0
67216,5602,1,4,0
67217,5602,1,5,0
67218,5602,1,6,0
67219,5602,1,7,0
67220,5602,1,8,1
67221,5602,1,9,0
67222,5602,1,10,0
67223,5602,1,11,1
67224,5602,1,12,0
67225,5603,1,1,0
67226,5603,1,2,0
67227,5603,1,3,0
67228,5603,1,4,0
67229,5603,1,5,0
67230,5603,1,6,1
67231,5603,1,7,0
67232,5603,1,8,0
67233,5603,1,9,0
67234,5603,1,10,0
67235,5603,1,11,1
67236,5603,1,12,1
67237,5604,0,1,0
67238,5604,0,2,0
67239,5604,0,3,0
67240,5604,0,4,0
67241,5604,0,5,0
67242,5604,0,6,0
67243,5604,0,7,0
67244,5604,0,8,0
67245,5604,0,9,0
67246,5604,0,10,0
67247,5604,0,11,0
67248,5604,0,12,0
67249,5605,1,1,0
67250,5605,1,2,0
67251,5605,1,3,0
67252,5605,1,4,0
67253,5605,1,5,0
67254,5605,1,6,1
67255,5605,1,7,1
67256,5605,1,8,0
67257,5605,1,9,0
67258,5605,1,10,0
67259,5605,1,11,1
67260,5605,1,12,0
67261,5606,1,1,0
67262,5606,1,2,2
67263,5606,1,3,2
67264,5606,1,4,2
67265,5606,1,5,1
67266,5606,1,6,0
67267,5606,1,7,2
67268,5606,1,8,2
67269,5606,1,9,1
67270,5606,1,10,0
67271,5606,1,11,0
67272,5606,1,12,1
67273,5607,1,1,0
67274,5607,1,2,1
67275,5607,1,3,1
67276,5607,1,4,0
67277,5607,1,5,0
67278,5607,1,6,1
67279,5607,1,7,0
67280,5607,1,8,0
67281,5607,1,9,1
67282,5607,1,10,1
67283,5607,1,11,2
67284,5607,1,12,1
67285,5608,1,1,2
67286,5608,1,2,3
67287,5608,1,3,3
67288,5608,1,4,3
67289,5608,1,5,3
67290,5608,1,6,3
67291,5608,1,7,0
67292,5608,1,8,0
67293,5608,1,9,0
67294,5608,1,10,1
67295,5608,1,11,0
67296,5608,1,12,1
67297,5609,0,1,0
67298,5609,0,2,0
67299,5609,0,3,0
67300,5609,0,4,0
67301,5609,0,5,0
67302,5609,0,6,0
67303,5609,0,7,0
67304,5609,0,8,0
67305,5609,0,9,0
67306,5609,0,10,0
67307,5609,0,11,0
67308,5609,0,12,0
67309,5610,1,1,0
67310,5610,1,2,1
67311,5610,1,3,1
67312,5610,1,4,0
67313,5610,1,5,1
67314,5610,1,6,1
67315,5610,1,7,0
67316,5610,1,8,0
67317,5610,1,9,0
67318,5610,1,10,0
67319,5610,1,11,0
67320,5610,1,12,2
67321,5611,1,1,0
67322,5611,1,2,0
67323,5611,1,3,0
67324,5611,1,4,0
67325,5611,1,5,0
67326,5611,1,6,0
67327,5611,1,7,0
67328,5611,1,8,0
67329,5611,1,9,1
67330,5611,1,10,1
67331,5611,1,11,0
67332,5611,1,12,2
67333,5612,1,1,2
67334,5612,1,2,2
67335,5612,1,3,1
67336,5612,1,4,1
67337,5612,1,5,0
67338,5612,1,6,0
67339,5612,1,7,0
67340,5612,1,8,1
67341,5612,1,9,2
67342,5612,1,10,1
67343,5612,1,11,0
67344,5612,1,12,0
67345,5613,1,1,0
67346,5613,1,2,1
67347,5613,1,3,0
67348,5613,1,4,0
67349,5613,1,5,0
67350,5613,1,6,2
67351,5613,1,7,1
67352,5613,1,8,1
67353,5613,1,9,0
67354,5613,1,10,0
67355,5613,1,11,0
67356,5613,1,12,1
67357,5614,1,1,0
67358,5614,1,2,2
67359,5614,1,3,2
67360,5614,1,4,1
67361,5614,1,5,1
67362,5614,1,6,2
67363,5614,1,7,1
67364,5614,1,8,0
67365,5614,1,9,1
67366,5614,1,10,0
67367,5614,1,11,1
67368,5614,1,12,0
67369,5615,1,1,0
67370,5615,1,2,0
67371,5615,1,3,0
67372,5615,1,4,0
67373,5615,1,5,1
67374,5615,1,6,2
67375,5615,1,7,2
67376,5615,1,8,2
67377,5615,1,9,2
67378,5615,1,10,2
67379,5615,1,11,1
67380,5615,1,12,0
67381,5616,0,1,0
67382,5616,0,2,0
67383,5616,0,3,0
67384,5616,0,4,0
67385,5616,0,5,0
67386,5616,0,6,0
67387,5616,0,7,0
67388,5616,0,8,0
67389,5616,0,9,0
67390,5616,0,10,0
67391,5616,0,11,0
67392,5616,0,12,0
67393,5617,0,1,0
67394,5617,0,2,0
67395,5617,0,3,0
67396,5617,0,4,0
67397,5617,0,5,0
67398,5617,0,6,0
67399,5617,0,7,0
67400,5617,0,8,0
67401,5617,0,9,0
67402,5617,0,10,1
67403,5617,0,11,0
67404,5617,0,12,1
67405,5618,1,1,0
67406,5618,1,2,1
67407,5618,1,3,1
67408,5618,1,4,0
67409,5618,1,5,1
67410,5618,1,6,0
67411,5618,1,7,0
67412,5618,1,8,0
67413,5618,1,9,0
67414,5618,1,10,1
67415,5618,1,11,1
67416,5618,1,12,0
67417,5619,1,1,0
67418,5619,1,2,2
67419,5619,1,3,3
67420,5619,1,4,1
67421,5619,1,5,0
67422,5619,1,6,0
67423,5619,1,7,1
67424,5619,1,8,0
67425,5619,1,9,0
67426,5619,1,10,0
67427,5619,1,11,1
67428,5619,1,12,0
67429,5620,0,1,0
67430,5620,0,2,0
67431,5620,0,3,0
67432,5620,0,4,0
67433,5620,0,5,0
67434,5620,0,6,0
67435,5620,0,7,0
67436,5620,0,8,0
67437,5620,0,9,0
67438,5620,0,10,0
67439,5620,0,11,0
67440,5620,0,12,0
67441,5621,0,1,0
67442,5621,0,2,0
67443,5621,0,3,0
67444,5621,0,4,0
67445,5621,0,5,0
67446,5621,0,6,0
67447,5621,0,7,0
67448,5621,0,8,1
67449,5621,0,9,2
67450,5621,0,10,0
67451,5621,0,11,0
67452,5621,0,12,0
67453,5622,1,1,2
67454,5622,1,2,2
67455,5622,1,3,1
67456,5622,1,4,0
67457,5622,1,5,0
67458,5622,1,6,0
67459,5622,1,7,2
67460,5622,1,8,2
67461,5622,1,9,3
67462,5622,1,10,3
67463,5622,1,11,2
67464,5622,1,12,2
67465,5623,1,1,0
67466,5623,1,2,0
67467,5623,1,3,1
67468,5623,1,4,1
67469,5623,1,5,2
67470,5623,1,6,2
67471,5623,1,7,2
67472,5623,1,8,2
67473,5623,1,9,2
67474,5623,1,10,1
67475,5623,1,11,0
67476,5623,1,12,1
67477,5624,1,1,0
67478,5624,1,2,0
67479,5624,1,3,0
67480,5624,1,4,0
67481,5624,1,5,0
67482,5624,1,6,0
67483,5624,1,7,0
67484,5624,1,8,0
67485,5624,1,9,1
67486,5624,1,10,0
67487,5624,1,11,0
67488,5624,1,12,2
67489,5625,0,1,0
67490,5625,0,2,0
67491,5625,0,3,1
67492,5625,0,4,0
67493,5625,0,5,0
67494,5625,0,6,0
67495,5625,0,7,0
67496,5625,0,8,0
67497,5625,0,9,0
67498,5625,0,10,0
67499,5625,0,11,0
67500,5625,0,12,0
67501,5626,1,1,0
67502,5626,1,2,1
67503,5626,1,3,0
67504,5626,1,4,0
67505,5626,1,5,0
67506,5626,1,6,1
67507,5626,1,7,0
67508,5626,1,8,1
67509,5626,1,9,0
67510,5626,1,10,1
67511,5626,1,11,2
67512,5626,1,12,1
67513,5627,1,1,0
67514,5627,1,2,0
67515,5627,1,3,2
67516,5627,1,4,2
67517,5627,1,5,2
67518,5627,1,6,1
67519,5627,1,7,1
67520,5627,1,8,1
67521,5627,1,9,0
67522,5627,1,10,0
67523,5627,1,11,0
67524,5627,1,12,0
67525,5628,1,1,0
67526,5628,1,2,0
67527,5628,1,3,0
67528,5628,1,4,2
67529,5628,1,5,1
67530,5628,1,6,1
67531,5628,1,7,2
67532,5628,1,8,1
67533,5628,1,9,0
67534,5628,1,10,0
67535,5628,1,11,0
67536,5628,1,12,1
67537,5629,1,1,0
67538,5629,1,2,1
67539,5629,1,3,1
67540,5629,1,4,0
67541,5629,1,5,1
67542,5629,1,6,1
67543,5629,1,7,0
67544,5629,1,8,0
67545,5629,1,9,1
67546,5629,1,10,1
67547,5629,1,11,0
67548,5629,1,12,1
67549,5630,1,1,1
67550,5630,1,2,1
67551,5630,1,3,2
67552,5630,1,4,1
67553,5630,1,5,0
67554,5630,1,6,0
67555,5630,1,7,1
67556,5630,1,8,1
67557,5630,1,9,0
67558,5630,1,10,0
67559,5630,1,11,0
67560,5630,1,12,0
67561,5631,1,1,0
67562,5631,1,2,0
67563,5631,1,3,0
67564,5631,1,4,2
67565,5631,1,5,1
67566,5631,1,6,0
67567,5631,1,7,1
67568,5631,1,8,1
67569,5631,1,9,0
67570,5631,1,10,1
67571,5631,1,11,0
67572,5631,1,12,2
67573,5632,1,1,0
67574,5632,1,2,0
67575,5632,1,3,0
67576,5632,1,4,0
67577,5632,1,5,0
67578,5632,1,6,0
67579,5632,1,7,0
67580,5632,1,8,0
67581,5632,1,9,1
67582,5632,1,10,0
67583,5632,1,11,1
67584,5632,1,12,1
67585,5633,1,1,0
67586,5633,1,2,0
67587,5633,1,3,0
67588,5633,1,4,0
67589,5633,1,5,2
67590,5633,1,6,3
67591,5633,1,7,3
67592,5633,1,8,1
67593,5633,1,9,1
67594,5633,1,10,0
67595,5633,1,11,0
67596,5633,1,12,0
67597,5634,1,1,2
67598,5634,1,2,1
67599,5634,1,3,0
67600,5634,1,4,0
67601,5634,1,5,1
67602,5634,1,6,1
67603,5634,1,7,0
67604,5634,1,8,1
67605,5634,1,9,0
67606,5634,1,10,0
67607,5634,1,11,1
67608,5634,1,12,1
67609,5635,1,1,1
67610,5635,1,2,0
67611,5635,1,3,1
67612,5635,1,4,1
67613,5635,1,5,1
67614,5635,1,6,1
67615,5635,1,7,0
